x_coords,y_coords,pa,t,missing,ID,video_index,step_5,step,index,video_name,movie name,genre (IMDB),faces (0-5),human figures (0-5),nature (0-5),man-made objects (0-5),light (0-5)
1298.699951,717.7000122,1291,2269832,0,0043er,94,1,0.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1284.900024,723.7000122,1280,2270033,0,0043er,94,2,0.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1137.099976,983.2999878,1244,2270235,0,0043er,94,3,0.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1137.099976,1006.799988,1258,2270436,0,0043er,94,4,0.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1198.699951,1002.200012,1276,2270634,0,0043er,94,5,1,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1187.699951,1065,1282,2270833,0,0043er,94,6,1.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1170.099976,1032.900024,1239,2271033,0,0043er,94,7,1.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1151.300049,1026,1159,2271233,0,0043er,94,8,1.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1239.199951,974.2000122,1273,2271881,0,0043er,94,9,1.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1239.199951,974.2000122,1273,2271881,0,0043er,94,10,2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1239.199951,974.2000122,1273,2271881,0,0043er,94,11,2.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1235.699951,958,1240,2272461,0,0043er,94,12,2.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1235.699951,958,1240,2272461,0,0043er,94,13,2.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1235.699951,958,1240,2272461,0,0043er,94,14,2.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1287.400024,1036.599976,1205,2272835,0,0043er,94,15,3,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1287.400024,1036.599976,1205,2272835,0,0043er,94,16,3.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1268.900024,1091.099976,1271,2273035,0,0043er,94,17,3.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1262.5,1014.099976,1282,2273237,0,0043er,94,18,3.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1274.900024,1017.900024,1223,2273435,0,0043er,94,19,3.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1262.5,979.4000244,1210,2273717,0,0043er,94,20,4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1239.400024,1018.5,1216,2273836,0,0043er,94,21,4.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1266.699951,1013.799988,1230,2274037,0,0043er,94,22,4.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1269.800049,1011.400024,1173,2274232,0,0043er,94,23,4.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1277.199951,1018.5,1158,2274432,0,0043er,94,24,4.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1293.800049,1022.900024,1165,2274633,0,0043er,94,25,5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1301.400024,1019.400024,1175,2274832,0,0043er,94,26,5.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1309.199951,1026.199951,1196,2275033,0,0043er,94,27,5.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1261.400024,863.7000122,1198,2275234,0,0043er,94,28,5.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1268.300049,874.4000244,1219,2275436,0,0043er,94,29,5.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1268.300049,879.5999756,1325,2275632,0,0043er,94,30,6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
994.7000122,986.7000122,1360,2275836,0,0043er,94,31,6.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1014.400024,1009.900024,1312,2276033,0,0043er,94,32,6.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1016,1013.700012,1270,2276233,0,0043er,94,33,6.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1020.599976,1018.799988,1276,2276434,0,0043er,94,34,6.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1019.700012,1028.800049,1263,2276636,0,0043er,94,35,7,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1023.400024,1023.200012,1241,2276835,0,0043er,94,36,7.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1028.800049,1013.299988,1237,2277037,0,0043er,94,37,7.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1039.300049,1017.200012,1245,2277235,0,0043er,94,38,7.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1079.699951,1005.599976,1256,2277461,0,0043er,94,39,7.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1082.699951,999.2000122,1260,2277636,0,0043er,94,40,8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1080.199951,1003.099976,1273,2277835,0,0043er,94,41,8.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1234.400024,786,1237,2278037,0,0043er,94,42,8.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1233.199951,794.5,1280,2278233,0,0043er,94,43,8.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1041,1008.599976,1375,2278593,0,0043er,94,44,8.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1027.599976,1022.900024,1369,2278636,0,0043er,94,45,9,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1039.300049,1011.5,1338,2278833,0,0043er,94,46,9.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1034.900024,1012.5,1336,2279035,0,0043er,94,47,9.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1120.800049,992,1295,2279454,0,0043er,94,48,9.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1120.800049,992,1295,2279454,0,0043er,94,49,9.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1108.300049,997.7999878,1317,2279633,0,0043er,94,50,10,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1111.099976,1003.099976,1338,2279835,0,0043er,94,51,10.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1127.699951,987.7000122,1306,2280032,0,0043er,94,52,10.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1140.5,1004.400024,1286,2280232,0,0043er,94,53,10.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1374,667.7000122,1258,2280434,0,0043er,94,54,10.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1359.699951,666.2999878,1246,2280635,0,0043er,94,55,11,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1680,574.2999878,1229,2280833,0,0043er,94,56,11.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1687.199951,582.7999878,1250,2281035,0,0043er,94,57,11.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1484.300049,551.9000244,1300,2281237,0,0043er,94,58,11.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1480.800049,557,1261,2281432,0,0043er,94,59,11.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1013,571.7999878,1266,2281635,0,0043er,94,60,12,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
551,655.2999878,1278,2281834,0,0043er,94,61,12.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1490.800049,554.2000122,1219,2282036,0,0043er,94,62,12.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1435.199951,813.2999878,1336,2282324,0,0043er,94,63,12.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1414,887.2999878,1334,2282434,0,0043er,94,64,12.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
944.4000244,1040.900024,1330,2282635,0,0043er,94,65,13,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
976.2999878,1053.599976,1286,2282836,0,0043er,94,66,13.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1096.400024,1004.299988,1254,2283033,0,0043er,94,67,13.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1100.300049,1017.799988,1267,2283235,0,0043er,94,68,13.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1221.699951,874.2000122,1273,2283520,0,0043er,94,69,13.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1202.400024,899,1281,2283634,0,0043er,94,70,14,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1175.199951,859.2999878,1303,2283836,0,0043er,94,71,14.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1193.900024,887.5999756,1276,2284034,0,0043er,94,72,14.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1458.599976,584.2999878,1226,2284235,0,0043er,94,73,14.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1461.800049,587.7999878,1231,2284438,0,0043er,94,74,14.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1067.900024,1037.900024,1256,2284633,0,0043er,94,75,15,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1122.199951,1042.199951,1244,2284900,0,0043er,94,76,15.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1111.099976,1068.199951,1233,2285034,0,0043er,94,77,15.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1115,1076.5,1279,2285232,0,0043er,94,78,15.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1120.199951,1075.099976,1244,2285433,0,0043er,94,79,15.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1112.5,1006.700012,1223,2285646,0,0043er,94,80,16,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1104,1031,1233,2285832,0,0043er,94,81,16.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1111.300049,1035.400024,1237,2286036,0,0043er,94,82,16.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1111.400024,1035.599976,1258,2286232,0,0043er,94,83,16.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1117,1034.800049,1273,2286532,0,0043er,94,84,16.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1105,1062.099976,1257,2286637,0,0043er,94,85,17,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1108.400024,1052.099976,1272,2286832,0,0043er,94,86,17.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1106.5,1064.199951,1250,2287034,0,0043er,94,87,17.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1100,1059.699951,1260,2287237,0,0043er,94,88,17.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1133.099976,879,1190,2287433,0,0043er,94,89,17.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
959.7999878,841.7000122,1165,2287638,0,0043er,94,90,18,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
948.2999878,854.0999756,1216,2287837,0,0043er,94,91,18.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1093.599976,851.9000244,1236,2288035,0,0043er,94,92,18.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1105.599976,860,1274,2288237,0,0043er,94,93,18.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1178.699951,825.0999756,1336,2288709,0,0043er,94,94,18.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1178.699951,825.0999756,1336,2288709,0,0043er,94,95,19,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1153.800049,865.7999878,1373,2288836,0,0043er,94,96,19.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1141,870,1364,2289033,0,0043er,94,97,19.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1115.199951,806.5,1320,2289341,0,0043er,94,98,19.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1101.400024,851.2999878,1337,2289436,0,0043er,94,99,19.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1106.400024,848,1342,2289633,0,0043er,94,100,20,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1053.400024,827.5,1262,2289946,0,0043er,94,101,20.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1051.400024,858.2000122,1258,2290036,0,0043er,94,102,20.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1055.699951,861.0999756,1293,2290232,0,0043er,94,103,20.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1072.199951,862.5999756,1248,2290435,0,0043er,94,104,20.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1176.800049,842.5,1270,2290702,0,0043er,94,105,21,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1161,849.5,1291,2290837,0,0043er,94,106,21.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1161.599976,853.4000244,1332,2291035,0,0043er,94,107,21.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1142.900024,845.0999756,1311,2291232,0,0043er,94,108,21.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1141.5,855,1328,2291437,0,0043er,94,109,21.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
910.4000244,806.7999878,1368,2291632,0,0043er,94,110,22,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
927.2000122,821.7999878,1384,2291837,0,0043er,94,111,22.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
941.4000244,821.9000244,1354,2292036,0,0043er,94,112,22.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
971.5,800.7999878,1330,2292327,0,0043er,94,113,22.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
950.7999878,808.4000244,1321,2292437,0,0043er,94,114,22.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1133.5,818.0999756,1303,2292634,0,0043er,94,115,23,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1140,827.0999756,1314,2292832,0,0043er,94,116,23.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1140.5,843.7999878,1303,2293035,0,0043er,94,117,23.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1121.199951,833.7999878,1277,2293233,0,0043er,94,118,23.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1133.800049,816.9000244,1249,2293481,0,0043er,94,119,23.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1113.900024,860.2999878,1266,2293635,0,0043er,94,120,24,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1114.099976,859.0999756,1290,2293832,0,0043er,94,121,24.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1121.300049,857,1266,2294211,0,0043er,94,122,24.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1113.400024,886.5,1274,2294235,0,0043er,94,123,24.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1123.5,879.0999756,1285,2294437,0,0043er,94,124,24.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1047.199951,875.2999878,1263,2294636,0,0043er,94,125,25,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1049.400024,869.2000122,1256,2294834,0,0043er,94,126,25.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1082.5,861.2000122,1226,2295147,0,0043er,94,127,25.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1053.5,905.9000244,1249,2295234,0,0043er,94,128,25.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1065.800049,896.5,1263,2295435,0,0043er,94,129,25.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1103.5,898.0999756,1248,2295632,0,0043er,94,130,26,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1097.400024,903.4000244,1239,2295836,0,0043er,94,131,26.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1111.699951,894.2999878,1260,2296036,0,0043er,94,132,26.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1118.300049,896.9000244,1288,2296235,0,0043er,94,133,26.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1046.5,842.7999878,1318,2296597,0,0043er,94,134,26.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1032.199951,877.4000244,1345,2296632,0,0043er,94,135,27,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1113.099976,903.7999878,1368,2296835,0,0043er,94,136,27.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1110.400024,908.7999878,1337,2297033,0,0043er,94,137,27.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1114.900024,912.7000122,1347,2297236,0,0043er,94,138,27.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1118.599976,920.5,1346,2297437,0,0043er,94,139,27.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1116,930.4000244,1304,2297636,0,0043er,94,140,28,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
936,859.7999878,1280,2297835,0,0043er,94,141,28.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
769.4000244,644.5999756,1306,2298037,0,0043er,94,142,28.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
775.7000122,652.2999878,1336,2298235,0,0043er,94,143,28.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1481.400024,614.2000122,1238,2298435,0,0043er,94,144,28.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
705,859.9000244,1248,2298635,0,0043er,94,145,29,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
550.0999756,857.2999878,1257,2298835,0,0043er,94,146,29.2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1150.800049,852.7999878,1306,2299053,0,0043er,94,147,29.4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1126.300049,902.5,1366,2299234,0,0043er,94,148,29.6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1123.300049,902.7000122,1459,2299434,0,0043er,94,149,29.8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1115.199951,881.0999756,1387,2299754,0,0043er,94,150,30,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1275.400024,728.7999878,824,271039804,0,0724er,70,1,0.2,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1288.900024,759.2000122,850,271040011,0,0724er,70,2,0.4,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1702.300049,771.0999756,808,271040210,0,0724er,70,3,0.6,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1865.699951,833.7999878,793,271040405,0,0724er,70,4,0.8,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1780,786.0999756,800,271040609,0,0724er,70,5,1,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1313.900024,774.2000122,873,271040807,0,0724er,70,6,1.2,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1687.599976,636,865,271041011,0,0724er,70,7,1.4,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1783.5,625.5,889,271041207,0,0724er,70,8,1.6,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1738.900024,611.9000244,897,271041409,0,0724er,70,9,1.8,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1577.800049,1104.099976,483,271041618,0,0724er,70,10,2,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1430.300049,232.5,999,271041806,0,0724er,70,11,2.2,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1392.199951,280.2999878,962,271042010,0,0724er,70,12,2.4,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1108.099976,275.7999878,952,271042211,0,0724er,70,13,2.6,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1007.400024,292.8999939,954,271042408,0,0724er,70,14,2.8,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1002.599976,433.7999878,933,271042604,0,0724er,70,15,3,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1019.200012,413.1000061,911,271042804,0,0724er,70,16,3.2,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1014.200012,508,902,271043010,0,0724er,70,17,3.4,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1238,438.3999939,927,271043208,0,0724er,70,18,3.6,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
986.7000122,482,963,271043407,0,0724er,70,19,3.8,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1178.800049,709.5999756,956,271043606,0,0724er,70,20,4,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1452.099976,1020.700012,996,271043804,0,0724er,70,21,4.2,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1155.099976,861.2999878,991,271044005,0,0724er,70,22,4.4,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1066.599976,777.5999756,980,271044205,0,0724er,70,23,4.6,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
2010.900024,338.6000061,908,271044409,0,0724er,70,24,4.8,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1955.699951,400.2999878,910,271044609,0,0724er,70,25,5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
2043,326.1000061,906,271044804,0,0724er,70,26,5.2,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1996.099976,404.7999878,912,271045006,0,0724er,70,27,5.4,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
846,1002.400024,971,271045205,0,0724er,70,28,5.6,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
672.5999756,957.2000122,987,271045408,0,0724er,70,29,5.8,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
649.2000122,945,1006,271045606,0,0724er,70,30,6,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1907.599976,422.2999878,904,271045805,0,0724er,70,31,6.2,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1350.199951,529.2999878,957,271046008,0,0724er,70,32,6.4,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1120.900024,587.2999878,997,271046207,0,0724er,70,33,6.6,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1762.5,303.1000061,947,271046408,0,0724er,70,34,6.8,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1779.099976,330.8999939,938,271046608,0,0724er,70,35,7,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1752.300049,279.2000122,945,271046808,0,0724er,70,36,7.2,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
