x_coords,y_coords,pa,t,missing,ID,video_index,step*2,step,index,video_name,movie name,genre (IMDB),faces (0-5),human figures (0-5),nature (0-5),man-made objects (0-5),light (0-5)
1298.699951,717.7000122,1291,2269832,0,0043er,94,1,0.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1153.599976,980.7000122,1251,2270339,0,0043er,94,2,1,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1187.699951,1065,1282,2270833,0,0043er,94,3,1.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1239.199951,974.2000122,1273,2271881,0,0043er,94,4,2,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1239.199951,974.2000122,1273,2271881,0,0043er,94,5,2.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1235.699951,958,1240,2272461,0,0043er,94,6,3,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1287.400024,1036.599976,1205,2272835,0,0043er,94,7,3.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1270.099976,1021.900024,1251,2273337,0,0043er,94,8,4,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1239.400024,1018.5,1216,2273836,0,0043er,94,9,4.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1285.599976,1011.400024,1154,2274334,0,0043er,94,10,5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1301.400024,1019.400024,1175,2274832,0,0043er,94,11,5.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1257.599976,876.7000122,1191,2275333,0,0043er,94,12,6,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
994.7000122,986.7000122,1360,2275836,0,0043er,94,13,6.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1017.700012,1015.700012,1282,2276335,0,0043er,94,14,7,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1023.400024,1023.200012,1241,2276835,0,0043er,94,15,7.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1079.699951,1005.599976,1256,2277461,0,0043er,94,16,8,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1080.199951,1003.099976,1273,2277835,0,0043er,94,17,8.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1051,978.9000244,1307,2278335,0,0043er,94,18,9,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1039.300049,1011.5,1338,2278833,0,0043er,94,19,9.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1120.800049,992,1295,2279454,0,0043er,94,20,10,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1111.099976,1003.099976,1338,2279835,0,0043er,94,21,10.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1150.099976,1009.299988,1268,2280334,0,0043er,94,22,11,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1680,574.2999878,1229,2280833,0,0043er,94,23,11.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1477.099976,552.7000122,1287,2281337,0,0043er,94,24,12,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
551,655.2999878,1278,2281834,0,0043er,94,25,12.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1421.800049,853.7999878,1336,2282335,0,0043er,94,26,13,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
976.2999878,1053.599976,1286,2282836,0,0043er,94,27,13.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1108.199951,1023.700012,1293,2283334,0,0043er,94,28,14,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1175.199951,859.2999878,1303,2283836,0,0043er,94,29,14.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1459.400024,581.9000244,1231,2284333,0,0043er,94,30,15,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1122.199951,1042.199951,1244,2284900,0,0043er,94,31,15.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1116.300049,1072.099976,1255,2285333,0,0043er,94,32,16,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1104,1031,1233,2285832,0,0043er,94,33,16.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1117,1034.800049,1273,2286532,0,0043er,94,34,17,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1108.400024,1052.099976,1272,2286832,0,0043er,94,35,17.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1125.099976,880.5,1253,2287337,0,0043er,94,36,18,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
948.2999878,854.0999756,1216,2287837,0,0043er,94,37,18.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1102.599976,872.0999756,1296,2288334,0,0043er,94,38,19,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1153.800049,865.7999878,1373,2288836,0,0043er,94,39,19.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1115.199951,806.5,1320,2289341,0,0043er,94,40,20,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1053.400024,827.5,1262,2289946,0,0043er,94,41,20.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1062.699951,864.7999878,1275,2290332,0,0043er,94,42,21,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1161,849.5,1291,2290837,0,0043er,94,43,21.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1139.300049,849.7000122,1317,2291336,0,0043er,94,44,22,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
927.2000122,821.7999878,1384,2291837,0,0043er,94,45,22.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
961.5,828.2999878,1318,2292333,0,0043er,94,46,23,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1140,827.0999756,1314,2292832,0,0043er,94,47,23.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1133.800049,816.9000244,1249,2293481,0,0043er,94,48,24,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1114.099976,859.0999756,1290,2293832,0,0043er,94,49,24.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1117.400024,873.7000122,1264,2294337,0,0043er,94,50,25,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1049.400024,869.2000122,1256,2294834,0,0043er,94,51,25.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1057.800049,905.2999878,1243,2295337,0,0043er,94,52,26,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1097.400024,903.4000244,1239,2295836,0,0043er,94,53,26.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1120,899,1297,2296335,0,0043er,94,54,27,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1113.099976,903.7999878,1368,2296835,0,0043er,94,55,27.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1112.099976,913.4000244,1352,2297334,0,0043er,94,56,28,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
936,859.7999878,1280,2297835,0,0043er,94,57,28.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1532.099976,601.2000122,1275,2298333,0,0043er,94,58,29,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
550.0999756,857.2999878,1257,2298835,0,0043er,94,59,29.5,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1124.300049,904.7999878,1419,2299332,0,0043er,94,60,30,94,APPAL_2a_c.mov,Appaloosa,action/crime/drama (Western?),0,2,5,0,4
1275.400024,728.7999878,824,271039804,0,0724er,70,1,0.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1710,779,806,271040307,0,0724er,70,2,1,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1313.900024,774.2000122,873,271040807,0,0724er,70,3,1.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
2230.699951,1410.5,224,271041305,0,0724er,70,4,2,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1430.300049,232.5,999,271041806,0,0724er,70,5,2.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1100.400024,313.7000122,952,271042307,0,0724er,70,6,3,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1019.200012,413.1000061,911,271042804,0,0724er,70,7,3.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
976.9000244,435.3999939,958,271043308,0,0724er,70,8,4,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1452.099976,1020.700012,996,271043804,0,0724er,70,9,4.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
2333.100098,1131.400024,300,271044319,0,0724er,70,10,5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
2043,326.1000061,906,271044804,0,0724er,70,11,5.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
700.9000244,975.7000122,966,271045309,0,0724er,70,12,6,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1907.599976,422.2999878,904,271045805,0,0724er,70,13,6.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1761.300049,301.3999939,942,271046308,0,0724er,70,14,7,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1752.300049,279.2000122,945,271046808,0,0724er,70,15,7.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
979.7999878,965,1000,271047307,0,0724er,70,16,8,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
2089.199951,389.6000061,899,271047805,0,0724er,70,17,8.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
624.0999756,852,1021,271048307,0,0724er,70,18,9,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
731.2000122,1163.599976,893,271048804,0,0724er,70,19,9.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
634.4000244,859.0999756,829,271049305,0,0724er,70,20,10,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
941.7999878,1407.699951,947,271049808,0,0724er,70,21,10.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1522.800049,1251.800049,943,271050305,0,0724er,70,22,11,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1591,1242.300049,934,271050807,0,0724er,70,23,11.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
879.7999878,1205.699951,969,271051308,0,0724er,70,24,12,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1614.199951,1229.5,962,271051805,0,0724er,70,25,12.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
751.9000244,1123.5,989,271052309,0,0724er,70,26,13,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
899.4000244,853.7999878,981,271052806,0,0724er,70,27,13.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
825,707.9000244,969,271053307,0,0724er,70,28,14,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
887.2000122,837.9000244,996,271053805,0,0724er,70,29,14.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
952.7999878,170.6999969,981,271054309,0,0724er,70,30,15,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
901.5,759.5999756,936,271054809,0,0724er,70,31,15.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
888.5999756,808.7000122,1021,271055304,0,0724er,70,32,16,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
902.0999756,114.5999985,1045,271055808,0,0724er,70,33,16.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
437.7999878,1282.599976,1091,271056310,0,0724er,70,34,17,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
447.2000122,1330.599976,1181,271056806,0,0724er,70,35,17.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1006,1305.400024,580,271057365,0,0724er,70,36,18,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
823,845.2000122,1115,271057810,0,0724er,70,37,18.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
547.7000122,1144.900024,1132,271058308,0,0724er,70,38,19,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1166.800049,602.7000122,1075,271058805,0,0724er,70,39,19.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1495.800049,1196.5,1034,271059307,0,0724er,70,40,20,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1192.099976,407.7000122,1034,271059809,0,0724er,70,41,20.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1020.799988,618.2999878,1014,271060304,0,0724er,70,42,21,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
994.5999756,627.0999756,1042,271060809,0,0724er,70,43,21.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1660.400024,378.2999878,980,271061309,0,0724er,70,44,22,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1576.300049,220.5,954,271061808,0,0724er,70,45,22.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
750.4000244,357.2999878,956,271062304,0,0724er,70,46,23,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
690.0999756,249.6999969,984,271062804,0,0724er,70,47,23.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
223.3000031,315.5,1003,271063307,0,0724er,70,48,24,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1162.900024,267.6000061,1022,271063807,0,0724er,70,49,24.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1986.099976,355,930,271064307,0,0724er,70,50,25,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1680,425.3999939,960,271064807,0,0724er,70,51,25.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1315.599976,1155.900024,1055,271065308,0,0724er,70,52,26,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1404.699951,1174.199951,1084,271065804,0,0724er,70,53,26.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1097.5,1082.199951,1078,271066306,0,0724er,70,54,27,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1595.599976,1220.5,1107,271066808,0,0724er,70,55,27.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1766,1296.099976,1138,271067306,0,0724er,70,56,28,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1492.400024,1093.5,1132,271067808,0,0724er,70,57,28.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1633.699951,1069.300049,1064,271068309,0,0724er,70,58,29,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1538.5,1070.5,1092,271068805,0,0724er,70,59,29.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1468.300049,883.5,1062,271069307,0,0724er,70,60,30,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1361.800049,569.7000122,1028,77590458,0,0811ne,70,1,0.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1602,327.7999878,941,77590958,0,0811ne,70,2,1,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1998.300049,778.2000122,1148,77591458,0,0811ne,70,3,1.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1928.599976,444.3999939,1130,77591958,0,0811ne,70,4,2,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1470,356.7999878,1174,77592458,0,0811ne,70,5,2.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1422.800049,464.5,1199,77592958,0,0811ne,70,6,3,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1499.099976,409,1298,77593459,0,0811ne,70,7,3.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1064,391.5,1351,77593958,0,0811ne,70,8,4,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
2183.399902,226,1304,77594459,0,0811ne,70,9,4.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1051,690.2000122,1207,77594958,0,0811ne,70,10,5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
687.5999756,811.5999756,1410,77595458,0,0811ne,70,11,5.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
2004.199951,295.2000122,1174,77595958,0,0811ne,70,12,6,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1790.699951,323.8999939,1140,77596458,0,0811ne,70,13,6.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1929,383.2000122,1140,77596958,0,0811ne,70,14,7,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1960.599976,370.8999939,1110,77597458,0,0811ne,70,15,7.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1097.599976,825.7999878,1236,77597958,0,0811ne,70,16,8,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1989.400024,332.2999878,1247,77598458,0,0811ne,70,17,8.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
2154.800049,327.6000061,1083,77598958,0,0811ne,70,18,9,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
736.0999756,590.7000122,1012,77599458,0,0811ne,70,19,9.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
749.5999756,258.7999878,1065,77599959,0,0811ne,70,20,10,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
694.4000244,1293.199951,1271,77600458,0,0811ne,70,21,10.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
858.0999756,323.2000122,1154,77600958,0,0811ne,70,22,11,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
996.7000122,390.1000061,1184,77601458,0,0811ne,70,23,11.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1388.099976,1011.900024,1131,77601958,0,0811ne,70,24,12,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
864.2000122,746.2999878,1112,77602458,0,0811ne,70,25,12.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
919.4000244,327,1227,77602959,0,0811ne,70,26,13,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
923.2999878,410.8999939,1242,77603459,0,0811ne,70,27,13.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
850.4000244,618.7999878,1286,77603959,0,0811ne,70,28,14,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
840.5999756,618.7999878,1230,77604458,0,0811ne,70,29,14.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
908.5999756,182,1222,77604958,0,0811ne,70,30,15,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
651.2000122,376.7000122,1174,77605458,0,0811ne,70,31,15.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
846.7999878,119.4000015,1201,77605960,0,0811ne,70,32,16,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
882.0999756,878.5,1216,77606459,0,0811ne,70,33,16.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
773.5999756,636,1147,77606958,0,0811ne,70,34,17,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
674.5999756,1159.800049,1225,77607458,0,0811ne,70,35,17.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
788.5,605.9000244,1138,77607958,0,0811ne,70,36,18,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
803.4000244,144.1000061,1076,77608458,0,0811ne,70,37,18.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
892,794,1100,77608958,0,0811ne,70,38,19,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1091,329.2999878,1097,77609459,0,0811ne,70,39,19.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1063,656,1227,77609958,0,0811ne,70,40,20,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1594.199951,665.2999878,1220,77610458,0,0811ne,70,41,20.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1208.099976,644,1224,77610958,0,0811ne,70,42,21,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1229.599976,313.1000061,1197,77611458,0,0811ne,70,43,21.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1100.900024,378.5,1091,77611958,0,0811ne,70,44,22,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1058.199951,681.9000244,1069,77612458,0,0811ne,70,45,22.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1012.900024,662.2000122,1080,77612958,0,0811ne,70,46,23,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1015.799988,659.7000122,1143,77613458,0,0811ne,70,47,23.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1015.299988,663.5999756,1169,77613958,0,0811ne,70,48,24,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1582,672.4000244,1197,77614459,0,0811ne,70,49,24.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1687.800049,697.4000244,1137,77614958,0,0811ne,70,50,25,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1814.800049,1120.900024,1090,77615459,0,0811ne,70,51,25.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1605.800049,1010.099976,1142,77615959,0,0811ne,70,52,26,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1425.699951,890.4000244,1194,77616458,0,0811ne,70,53,26.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1402.599976,764.0999756,1276,77616958,0,0811ne,70,54,27,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1624.5,1234.199951,1313,77617458,0,0811ne,70,55,27.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1452.800049,1116.800049,1221,77617958,0,0811ne,70,56,28,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1427,1056,1308,77618458,0,0811ne,70,57,28.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1499.800049,1050.300049,1268,77618958,0,0811ne,70,58,29,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1574.199951,963.4000244,1266,77619459,0,0811ne,70,59,29.5,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1566,887.2000122,1231,77619959,0,0811ne,70,60,30,70,MARCH_6a_c.mov,The March of the Penguins,documentary/family,0,0,5,0,4
1240.599976,723.5999756,1033,76396484,0,0811ne,136,1,0.5,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
1116.099976,332.3999939,1075,76396985,0,0811ne,136,2,1,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
1025,336.8999939,1169,76397484,0,0811ne,136,3,1.5,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
1196.5,361.6000061,1311,76397984,0,0811ne,136,4,2,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
1126.5,199.1999969,1393,76398484,0,0811ne,136,5,2.5,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
1615.099976,235.1999969,1426,76398984,0,0811ne,136,6,3,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
1115.599976,68.09999847,1423,76399484,0,0811ne,136,7,3.5,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
1122.5,127,1441,76399984,0,0811ne,136,8,4,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
1135.800049,167.3999939,1493,76400484,0,0811ne,136,9,4.5,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
1489,268.6000061,1527,76400984,0,0811ne,136,10,5,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
1116.099976,216.8000031,1592,76401484,0,0811ne,136,11,5.5,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
1148.400024,184.6000061,1576,76401985,0,0811ne,136,12,6,136,JULIE_6a_c.mov,Julie and Julia,biography/drama/romance,3,3,0,2,3
